Source,Target,Weight
serve,FT,1
serve,aiuto,1
serve,buon,1
serve,felice,1
serve,intervista,1
serve,nascere,1
servizi,400,1
servizi,milioni,1
servizi,pochi,1
servizi,sindaci,1
servizi,sociali,2
settembre,ottobre,1
settimana,opportunistica,1
settimane,pochi,1
settimane,resisteranno,1
sfida,difficile,1
sfida,dopoguerra,1
sfida,europea,1
sfiducia,Parlamento,1
sicura,finiti,1
sicura,rider,1
sicura,strada,1
silenziosi,sacerdoti,1
silenziosi,sacrificio,1
sindaci,400,1
sindaci,milioni,1
sindaci,pochi,1
sindaci,risultati,1
sindaci,test,1
sindaci,veloci,1
sindaco,Bergamo,1
sindaco,Civitavecchia Tedesco,1
sindaco,Resta,1
sindaco,altre,1
sindaco,ancora,1
sindaco,attracchi,1
sindaco,centrodestra,1
sindaco,duro,1
sindaco,emergenze,1
sindaco,favorito,1
sindaco,gestire,1
sindaco,possiamo,1
sindaco,rettore,1
sindaco,sanitarie,1
smarca,Salvini,1
smarca,ancora,1
smarca,messa,1
smarca,remoto,1
smarca,solo,1
soccorsi,Libia,1
soccorsi,tornre,1
social,diretta,1
social,recitato,1
social,riposo,1
sociali,400,1
sociali,milioni,1
sociali,pochi,1
sociali,sindaci,1
sola,Dio,1
sola,basta,1
sola,buon,1
sola,serve,1
soldi,Berlusconi,1
soldi,apre,1
soldi,aprile,1
soldi,autonomi,1
soldi,buoni,1
soldi,clamoroso,1
soldi,condizionalità,1
soldi,errore,1
soldi,lombardi,1
soldi,opposizioni,1
soldi,rinuncia,1
soldi,sanità,1
soldi,senza,1
solitudine,accettiamo,1
solitudine,contagio,1
solitudine,solidarietà,1
solo,18,1
solo,briciole,1
solo,davanti,1
solo,mesi,1
solo,remoto,1
soluzione,48,1
soluzione,finiremmo,1
soluzione,ore,1
soluzione,senza,1
sommersi,critiche,1
sommersi,diretta,1
sommersi,recitato,1
sommersi,riposo,1
sommersi,social,1
sospesa,attende,1
sospesa,soluzioni,1
sovranisti,Rai Palazzo Chigi,1
sovranisti,diktat,1
sovranisti,mai,1
sovranisti,tv,1
spam,amici,1
spam,pochi,1
spasso,Pd,2
spasso,Roma,3
spasso,attaccano,2
spasso,diritto,2
spasso,fidanzata,3
spasso,polemica,1
spasso,spesa,2
spesa,400,1
spesa,Zen,1
spesa,affidati,1
spesa,milioni,1
spesa,pochi,1
spesa,servizi,1
spesa,sindaci,1
spesa,sociali,1
spiaggia,polemica,1
spiega,saputo,1
spiega,servizi,1
spiega,sociali,1
stampa,8,1
stampa,Luca Bottura,1
stampa,aprile,1
stampa,casalinga,1
stampa,integrale,1
stato,2012,1
stato,annuncia,1
stato,approvato,1
stato,bambini,1
stato,errore,1
stato,genitori,1
stato,guerra,1
stato,lavoriamo,1
stato,notte,1
stato,oscurità,1
stato,ospitare,1
stato,ricoverati,1
stato,scorsa,1
stato,struttura,1
strade,Roma,1
strade,fredde,1
strade,notti,1
strade,stringersi,1
strategiche,alimentari,1
strategiche,difficile,1
strategiche,dopoguerra,1
strategiche,farmacie,1
strategiche,premier,1
strategiche,sfida,1
stretta,3,1
stretta,Conte,1
stretta,alimentari,1
stretta,aprile,1
stretta,aziende,1
stretta,difficile,1
stretta,dopoguerra,1
stretta,farmacie,1
stretta,fino,1
stretta,premier,1
stretta,sfida,1
stretta,strategiche,1
stringersi,fredde,1
stringersi,notti,1
struttura,bambini,1
struttura,genitori,1
struttura,ospitare,1
struttura,ricoverati,1
stupidario,populista,1
subito,polemica,1
svolta,Conte,1
svolta,Ue,1
svolta,falchi,1
tacere,davanti,1
tacere,strage,1
telefona,Mattarella,1
telefona,gravissimo,1
telefonata,Foa,1
telefonata,Rai Palazzo Chigi,1
telefonata,Salvini,1
telefonata,diktat,1
telefonata,mai,1
telefonata,risarcire,1
telefonata,sovranisti,1
telefonata,tv,1
tenere,caos,1
tenere,istituzioni,1
tenere,riparo,1
terrorismo,Libia,1
terrorismo,aver,1
terrorismo,costretto,1
terrorismo,nave,1
terrorismo,soccorsi,1
terrorismo,tornre,1
test,risultati,1
test,veloci,1
tinta,testa,1
tocca,guidare,1
tocca,rinascita,1
toccata,predecessori,1
toni,chiudere,1
toni,collaborativi,1
toni,essere,1
toni,occhi,1
toni,senza,1
torna,Irini,1
torna,Libia,1
torna,armi,1
torna,campo,1
torna,embargo,1
torna,garantirà,1
torna,missione,1
tornre,Libia,1
tradimento,5S,1
tradimento,Malumori,1
tre,Libia,1
tre,accusati,1
tre,ancora,1
tre,aver,1
tre,costretto,1
tre,migranti,1
tre,nave,1
tre,soccorsi,1
tre,terrorismo,1
tre,tornre,1
tregua,Salvini,1
tregua,ancora,1
tregua,assessori,1
tregua,battaglia,1
tregua,extremis,1
tregua,finita,1
tregua,maggioranza,1
tregua,nazionale,1
tregua,partiti,1
tregua,sceglie,1
tregua,unità,1
trovare,48,1
trovare,finiremmo,1
trovare,ore,1
trovare,senza,1
trovare,soluzione,1
tutte,news,1
tutte,situazione,1
tv,buca,1
tv,lettere,1
tv,polemiche,1
tv,politiche,1
ultima,Salvini,1
ultima,crociata,1
ultima,polemica,1
ultima,subito,1
ultime,Italia,2
ultime,notizie,2
ultimi,apre,1
ultimi,condono,1
ultimi,ipotesi,1
ultimi,ripartire,1
unanime,Draghi,1
unanime,differenza,1
unanime,politica,1
unitevi,Europa,1
unitevi,salvare,1
unità,Bergamo,1
unità,duro,1
unità,nazionale,1
unità,sindaco,1
urlo,casa,1
urlo,stron,1
urlo,vicino,1
vedere,coronavirus,1
vedrà,aprile,1
vedrà,centrodestra,1
vedrà,decreto,1
vedrà,discutere,1
vedrà,leader,1
vergognosi,dissoci,1
verso,amministrative,1
verso,candidati,1
verso,elezioni,1
verso,ottobre,1
verso,regioni,1
verso,rinvio,1
verso,voto,1
vertice,Palazzo Chigi,1
vertice,aprile,1
vertice,coinvolte,1
vertice,decreto,1
vertice,distanze,1
vertice,opposizioni,1
vertice,restano,1
via,Facebook,1
via,Giambellino,1
via,berretto,1
via,premier,1
via,saputo,1
via,servizi,1
via,sociali,1
via,spiega,1
vicina,Est,1
vicina,Landini,1
vicina,Nord,1
vicina,andrà,1
vicina,avanti,1
vicina,lockdown,1
vicina,pochi,1
vicina,resisteranno,1
vicina,settimane,1
vicino,casa,1
vicino,stron,1
video,Milano,1
video,annuncia,1
video,bambini,1
video,errore,1
video,ferma,1
video,genitori,1
video,ospitare,1
video,ricoverati,1
video,stato,1
video,struttura,1
vieta,numero,1
vieta,portabilità,1
vieta,telefono,1
vietate,mascherine,1
vignette,Repubblica,1
vignette,articoli,1
vignette,ispirate,1
vignette,italiani,1
vignette,medici,1
vince,5S,1
vince,Malumori,1
vince,Meloni,1
vince,attacca,1
vince,destra,1
vince,tradimento,1
virus,colpisce,2
virus,confini,1
virus,deboli,1
virus,difficile,1
virus,politica,1
virus,privatizzata,1
virus,realismo,1
virus,ridisegna,1
virus,sanità,1
vita,disperata,1
vita,figlio,1
vita,grave,1
vita,malato,1
vita,roulotte,1
vite,Firma,1
vite,M5s,1
volete,altre,1
volete,chiusure,1
volete,scelta,1
volete,spetta,1
vorrei,apre,1
vorrei,condono,1
vorrei,ipotesi,1
vorrei,ripartire,1
vorrei,ultimi,1
vota,142,1
vota,bollinatura,1
vota,fiducia,1
vota,giallo,1
vota,opposizioni,1
vota,testo,1
voti,proposta,1
voti,revoca,1
voti,trattato,1
voto,candidati,1
vuole,Dio,1
vuole,Mes,1
vuole,Pasqua,1
vuole,aperte,1
vuole,basta,1
vuole,buon,1
vuole,chiese,1
vuole,governare,1
vuole,guerra,1
vuole,militare,1
vuole,proposta,1
vuole,revoca,1
vuole,scienza,1
vuole,serve,1
vuole,sola,1
vuole,stato,1
vuole,trattato,1
vuole,voti,1
vuota,Papa,1
vuota,scelta,1
vuota,serve,1
